period,minutes_remaining,seconds_remaining,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,season,playoffs,score,opponent
2,5,56,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,170,181,1,20130305,2012-13,0,3,OKC
2,3,16,Jump Bank Shot,Mid-Range,Right Side(R),16-24 ft.,23,190,138,1,20130305,2012-13,0,2,OKC
2,2,39,Step Back Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,23,94,211,0,20130305,2012-13,0,0,OKC
3,11,23,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,26,265,0,20130305,2012-13,0,0,OKC
3,10,53,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-3,1,20130305,2012-13,0,2,OKC
3,5,28,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-147,201,1,20130305,2012-13,0,3,OKC
3,4,44,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,9,0,20130305,2012-13,0,0,OKC
3,4,4,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,217,0,20130305,2012-13,0,0,OKC
4,8,7,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,227,0,20130305,2012-13,0,0,OKC
4,7,17,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,1,20130305,2012-13,0,2,OKC
4,4,43,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,12,135,0,20130305,2012-13,0,0,OKC
4,3,17,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,0,20130305,2012-13,0,0,OKC
4,2,32,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-125,247,0,20130305,2012-13,0,0,OKC
1,11,21,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,217,0,20130306,2012-13,0,0,NOH
1,7,28,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,170,26,0,20130306,2012-13,0,0,NOH
1,2,18,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,18,-7,181,1,20130306,2012-13,0,2,NOH
1,1,2,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-213,121,1,20130306,2012-13,0,3,NOH
1,0,35,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,234,9,1,20130306,2012-13,0,3,NOH
2,5,40,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-65,246,0,20130306,2012-13,0,0,NOH
2,5,0,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30,0,20130306,2012-13,0,0,NOH
2,2,14,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,124,266,0,20130306,2012-13,0,0,NOH
2,1,33,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,12,12,1,20130306,2012-13,0,2,NOH
2,0,26,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,20130306,2012-13,0,2,NOH
3,9,46,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,226,53,0,20130306,2012-13,0,0,NOH
3,4,44,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1,1,20130306,2012-13,0,2,NOH
3,2,1,Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,6,-3,1,20130306,2012-13,0,2,NOH
4,11,43,Jump Bank Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,36,1,20130306,2012-13,0,2,NOH
4,11,7,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,65,167,0,20130306,2012-13,0,0,NOH
4,10,59,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,67,28,1,20130306,2012-13,0,2,NOH
4,4,46,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,97,242,1,20130306,2012-13,0,3,NOH
4,3,40,Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,20130306,2012-13,0,2,NOH
4,1,34,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,20130306,2012-13,0,2,NOH
4,0,36,Fadeaway Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-98,36,1,20130306,2012-13,0,2,NOH
4,0,23,Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,2,-6,1,20130306,2012-13,0,2,NOH
1,9,47,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,177,200,0,20130308,2012-13,0,0,TOR
1,8,56,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-15,22,1,20130308,2012-13,0,2,TOR
1,5,2,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-38,192,0,20130308,2012-13,0,0,TOR
1,3,42,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-13,20,1,20130308,2012-13,0,2,TOR
1,0,6,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,0,20130308,2012-13,0,0,TOR
2,3,25,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-7,28,1,20130308,2012-13,0,2,TOR
2,0,53,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,214,0,20130308,2012-13,0,0,TOR
3,10,29,Floating Jump shot,Restricted Area,Center(C),Less Than 8 ft.,3,-2,36,1,20130308,2012-13,0,2,TOR
3,4,59,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,32,260,1,20130308,2012-13,0,3,TOR
3,4,18,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,211,1,20130308,2012-13,0,3,TOR
3,3,42,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,216,0,20130308,2012-13,0,0,TOR
3,3,33,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,20130308,2012-13,0,2,TOR
3,2,11,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-73,249,0,20130308,2012-13,0,0,TOR
4,5,22,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-8,12,0,20130308,2012-13,0,0,TOR
4,1,41,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,106,249,1,20130308,2012-13,0,3,TOR
4,1,7,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,23,0,20130308,2012-13,0,0,TOR
4,0,52,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,241,0,20130308,2012-13,0,0,TOR
4,0,29,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,-243,-16,1,20130308,2012-13,0,3,TOR
4,0,5,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,228,1,20130308,2012-13,0,3,TOR
5,3,54,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,162,25,0,20130308,2012-13,0,0,TOR
5,3,49,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-5,33,0,20130308,2012-13,0,0,TOR
5,0,10,Running Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,20130308,2012-13,0,2,TOR
1,10,32,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,29,1,0,20130310,2012-13,0,0,CHI
1,5,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,211,123,0,20130310,2012-13,0,0,CHI
1,5,4,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-82,134,0,20130310,2012-13,0,0,CHI
2,7,15,Fadeaway Jump Shot,Mid-Range,Center(C),8-16 ft.,14,-15,140,1,20130310,2012-13,0,2,CHI
2,6,39,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-175,20,1,20130310,2012-13,0,2,CHI
2,5,26,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,28,-139,252,0,20130310,2012-13,0,0,CHI
2,3,34,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,132,181,1,20130310,2012-13,0,2,CHI
2,1,55,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,209,0,20130310,2012-13,0,0,CHI
2,1,39,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,31,0,20130310,2012-13,0,0,CHI
3,11,39,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,14,1,20130310,2012-13,0,2,CHI
3,4,52,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,176,167,1,20130310,2012-13,0,3,CHI
3,2,33,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-109,164,0,20130310,2012-13,0,0,CHI
4,5,49,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,21,-210,39,0,20130310,2012-13,0,0,CHI
4,2,42,Fadeaway Jump Shot,Mid-Range,Center(C),8-16 ft.,15,73,142,1,20130310,2012-13,0,2,CHI
4,2,1,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,18,14,0,20130310,2012-13,0,0,CHI
4,1,39,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,20130310,2012-13,0,2,CHI
1,11,44,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,20,260,1,20130312,2012-13,0,3,ORL
1,11,24,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,239,0,20130312,2012-13,0,0,ORL
1,10,35,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,130,173,0,20130312,2012-13,0,0,ORL
1,9,39,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,0,23,0,20130312,2012-13,0,0,ORL
1,5,28,Fadeaway Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-108,151,0,20130312,2012-13,0,0,ORL
1,1,4,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,145,149,0,20130312,2012-13,0,0,ORL
1,0,32,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-112,28,0,20130312,2012-13,0,0,ORL
3,9,46,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,4,15,1,20130312,2012-13,0,2,ORL
3,7,50,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,118,236,0,20130312,2012-13,0,0,ORL
3,4,13,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,28,211,1,20130312,2012-13,0,2,ORL
3,3,33,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-5,260,1,20130312,2012-13,0,3,ORL
3,2,21,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,18,258,0,20130312,2012-13,0,0,ORL
3,1,47,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,149,101,0,20130312,2012-13,0,0,ORL
4,7,1,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,235,0,20130312,2012-13,0,0,ORL
1,10,55,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,149,214,0,20130313,2012-13,0,0,ATL
1,8,1,Turnaround Fadeaway shot,Mid-Range,Left Side(L),8-16 ft.,14,-123,67,0,20130313,2012-13,0,0,ATL
1,3,50,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-24,6,0,20130313,2012-13,0,0,ATL
1,1,37,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,216,0,20130313,2012-13,0,0,ATL
1,0,34,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-139,33,0,20130313,2012-13,0,0,ATL
1,0,1,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,132,135,0,20130313,2012-13,0,0,ATL
2,3,41,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,1,187,0,20130313,2012-13,0,0,ATL
2,2,58,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,20130313,2012-13,0,2,ATL
3,11,17,Jump Shot,Mid-Range,Center(C),16-24 ft.,17,42,172,0,20130313,2012-13,0,0,ATL
3,10,38,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,20130313,2012-13,0,2,ATL
3,9,42,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,81,112,1,20130313,2012-13,0,2,ATL
3,7,27,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-84,154,1,20130313,2012-13,0,2,ATL
3,6,55,Fadeaway Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-111,157,1,20130313,2012-13,0,2,ATL
3,6,13,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,190,69,0,20130313,2012-13,0,0,ATL
3,6,2,Driving Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,23,0,20130313,2012-13,0,0,ATL
3,5,26,Turnaround Fadeaway shot,Mid-Range,Right Side(R),8-16 ft.,15,159,12,0,20130313,2012-13,0,0,ATL
3,4,46,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,125,48,1,20130313,2012-13,0,2,ATL
3,3,57,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-187,200,0,20130313,2012-13,0,0,ATL
3,3,49,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,20130313,2012-13,0,2,ATL
3,3,28,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,151,1,20130313,2012-13,0,2,ATL
3,3,5,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,50,123,1,20130313,2012-13,0,2,ATL
3,2,28,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,140,164,0,20130313,2012-13,0,0,ATL
3,0,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,189,72,0,20130313,2012-13,0,0,ATL
3,0,0,Fadeaway Jump Shot,Mid-Range,Center(C),16-24 ft.,19,26,189,0,20130313,2012-13,0,0,ATL
4,7,8,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,25,242,64,1,20130313,2012-13,0,3,ATL
4,5,49,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,95,231,0,20130313,2012-13,0,0,ATL
4,5,30,Driving Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,33,0,20130313,2012-13,0,0,ATL
4,1,36,Jump Shot,Mid-Range,Center(C),16-24 ft.,17,47,165,0,20130313,2012-13,0,0,ATL
4,1,32,Putback Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,0,20130313,2012-13,0,0,ATL
4,1,22,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-223,34,0,20130313,2012-13,0,0,ATL
4,0,27,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,138,233,0,20130313,2012-13,0,0,ATL
4,0,18,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-71,244,1,20130313,2012-13,0,3,ATL
4,0,3,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,184,-6,0,20130313,2012-13,0,0,ATL
1,11,21,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,115,0,20130315,2012-13,0,0,IND
1,8,18,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,99,146,0,20130315,2012-13,0,0,IND
1,6,15,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,143,113,0,20130315,2012-13,0,0,IND
1,3,32,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,236,0,20130315,2012-13,0,0,IND
1,9,58,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,106,186,1,20130322,2012-13,0,2,WAS
1,6,25,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-190,25,0,20130322,2012-13,0,0,WAS
1,0,26,Step Back Jump shot,Mid-Range,Center(C),16-24 ft.,16,47,154,0,20130322,2012-13,0,0,WAS
2,3,14,Fadeaway Jump Shot,Mid-Range,Center(C),8-16 ft.,15,7,157,1,20130322,2012-13,0,2,WAS
2,0,2,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,230,-19,0,20130322,2012-13,0,0,WAS
3,6,28,Jump Shot,Mid-Range,Center(C),8-16 ft.,14,12,142,0,20130322,2012-13,0,0,WAS
3,4,37,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,-4,126,1,20130322,2012-13,0,2,WAS
3,0,24,Fadeaway Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,70,189,1,20130322,2012-13,0,2,WAS
4,7,4,Reverse Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20,1,20130322,2012-13,0,2,WAS
4,5,0,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,-16,162,0,20130322,2012-13,0,0,WAS
4,3,49,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-34,14,0,20130322,2012-13,0,0,WAS
4,3,25,Jump Bank Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,52,1,20130322,2012-13,0,2,WAS
4,2,51,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,141,-13,1,20130322,2012-13,0,2,WAS
4,1,37,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,118,164,0,20130322,2012-13,0,0,WAS
4,1,1,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,21,80,0,20130322,2012-13,0,0,WAS
4,0,5,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-100,37,0,20130322,2012-13,0,0,WAS
4,0,2,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,230,1,20130322,2012-13,0,3,WAS
4,0,0,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,23,218,83,0,20130322,2012-13,0,0,WAS
1,8,29,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-16,17,0,20130325,2012-13,0,0,GSW
1,6,37,Fadeaway Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-125,86,0,20130325,2012-13,0,0,GSW
1,6,8,Fadeaway Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,129,112,1,20130325,2012-13,0,2,GSW
1,5,33,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,83,156,1,20130325,2012-13,0,2,GSW
1,5,5,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,-59,106,0,20130325,2012-13,0,0,GSW
1,4,32,Turnaround Fadeaway shot,Mid-Range,Left Side(L),8-16 ft.,14,-149,1,0,20130325,2012-13,0,0,GSW
1,3,17,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-119,153,1,20130325,2012-13,0,2,GSW
1,2,59,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,20130325,2012-13,0,2,GSW
1,1,38,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-149,25,0,20130325,2012-13,0,0,GSW
1,1,16,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,17,0,0,20130325,2012-13,0,0,GSW
2,4,31,Turnaround Fadeaway shot,Mid-Range,Left Side(L),8-16 ft.,15,-123,99,0,20130325,2012-13,0,0,GSW
2,4,16,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,0,20130325,2012-13,0,0,GSW
2,3,4,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,208,1,20130325,2012-13,0,3,GSW
3,9,23,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-187,195,1,20130325,2012-13,0,3,GSW
3,8,42,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,179,0,20130325,2012-13,0,0,GSW
3,7,28,Reverse Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,6,-5,1,20130325,2012-13,0,2,GSW
3,5,47,Turnaround Fadeaway shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,129,119,1,20130325,2012-13,0,2,GSW
3,2,28,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-108,255,0,20130325,2012-13,0,0,GSW
4,10,57,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,179,0,20130325,2012-13,0,0,GSW
4,6,37,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,103,268,0,20130325,2012-13,0,0,GSW
4,6,12,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,61,107,1,20130325,2012-13,0,2,GSW
4,5,43,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,165,0,20130325,2012-13,0,0,GSW
4,5,31,Turnaround Fadeaway shot,Above the Break 3,Left Side Center(LC),24+ ft.,31,-155,272,0,20130325,2012-13,0,0,GSW
4,2,6,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,-13,265,0,20130325,2012-13,0,0,GSW
4,1,36,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-56,53,1,20130325,2012-13,0,2,GSW
4,0,31,Driving Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,20130325,2012-13,0,2,GSW
4,0,5,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,30,-128,282,0,20130325,2012-13,0,0,GSW
1,8,11,Fadeaway Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-147,36,0,20130327,2012-13,0,0,MIN
1,5,3,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,20,181,0,20130327,2012-13,0,0,MIN
1,0,3,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-13,1,20130327,2012-13,0,2,MIN
2,5,18,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,45,195,0,20130327,2012-13,0,0,MIN
2,2,55,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,20130327,2012-13,0,2,MIN
2,0,40,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,2,138,1,20130327,2012-13,0,2,MIN
2,0,3,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-73,246,0,20130327,2012-13,0,0,MIN
3,11,47,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,182,9,1,20130327,2012-13,0,2,MIN
3,7,54,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-23,6,1,20130327,2012-13,0,2,MIN
3,7,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,211,0,20130327,2012-13,0,0,MIN
3,6,2,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,7,153,1,20130327,2012-13,0,2,MIN
3,5,3,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,121,134,0,20130327,2012-13,0,0,MIN
3,4,39,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,123,1,20130327,2012-13,0,3,MIN
3,3,9,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,40,47,1,20130327,2012-13,0,2,MIN
3,2,17,Fadeaway Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-100,25,1,20130327,2012-13,0,2,MIN
3,0,21,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,185,154,1,20130327,2012-13,0,3,MIN
4,6,29,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,165,0,20130327,2012-13,0,0,MIN
4,4,40,Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-62,60,0,20130327,2012-13,0,0,MIN
4,3,27,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-160,192,1,20130327,2012-13,0,3,MIN
4,1,39,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,228,0,20130327,2012-13,0,0,MIN
4,0,48,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,163,145,1,20130327,2012-13,0,2,MIN
1,7,0,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,119,9,1,20130328,2012-13,0,2,MIL
1,5,6,Turnaround Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,92,143,0,20130328,2012-13,0,0,MIL
1,3,20,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,140,63,0,20130328,2012-13,0,0,MIL
1,2,55,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,20130328,2012-13,0,2,MIL
1,2,17,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-160,64,0,20130328,2012-13,0,0,MIL
1,1,31,Jump Shot,Mid-Range,Center(C),8-16 ft.,14,43,143,1,20130328,2012-13,0,2,MIL
2,5,12,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,70,142,0,20130328,2012-13,0,0,MIL
2,1,37,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,86,108,0,20130328,2012-13,0,0,MIL
2,1,25,Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,20130328,2012-13,0,2,MIL
3,4,7,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-160,77,0,20130328,2012-13,0,0,MIL
3,1,57,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,138,-11,0,20130328,2012-13,0,0,MIL
3,0,39,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,20130328,2012-13,0,2,MIL
4,6,15,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,242,0,20130328,2012-13,0,0,MIL
4,5,45,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,20130328,2012-13,0,2,MIL
4,5,8,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-10,9,0,20130328,2012-13,0,0,MIL
4,4,47,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,108,235,0,20130328,2012-13,0,0,MIL
4,3,4,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,209,0,20130328,2012-13,0,0,MIL
1,10,52,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-163,6,0,20130330,2012-13,0,0,SAC
1,3,32,Pullup Jump shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,78,135,0,20130330,2012-13,0,0,SAC
1,0,31,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,43,244,0,20130330,2012-13,0,0,SAC
2,11,40,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,62,97,0,20130330,2012-13,0,0,SAC
2,8,50,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,20,0,20130330,2012-13,0,0,SAC
2,8,16,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,20130330,2012-13,0,2,SAC
2,7,54,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,-26,184,1,20130330,2012-13,0,2,SAC
2,6,34,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-13,7,1,20130330,2012-13,0,2,SAC
2,6,2,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,157,0,20130330,2012-13,0,0,SAC
2,4,30,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-123,214,0,20130330,2012-13,0,0,SAC
3,9,3,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,9,6,1,20130330,2012-13,0,2,SAC
3,7,23,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,-30,216,1,20130330,2012-13,0,2,SAC
